0.01	-0.0020000000000000005	0.0509951473231037
0.06	0.026199999999999998	0.04843573269829003
0.11	0.0689	0.05017937521501934
0.16	0.10680000000000002	0.05658871643961213
0.21	0.16754999999999998	0.06126402127701301
0.26	0.19785	0.06652353954151352
0.31	0.2793	0.07354659074424191
0.36	0.35725	0.06301905676183606
0.41	0.42195	0.06572784029541051
0.46	0.49505000000000005	0.05551637759993155
0.51	0.5880000000000001	0.05734002779802943
0.56	0.6587999999999999	0.0590844285490661
0.61	0.72595	0.05386897216038341
0.66	0.7874	0.04924931420329576
0.71	0.8340000000000001	0.04096068575814835
0.76	0.8706999999999999	0.037537994220536226
0.81	0.9078	0.0329318242814614
0.86	0.9307500000000001	0.025715763746202523
0.91	0.9466499999999999	0.02380534487136121
0.96	0.96175	0.02227440212214437
1.01	0.9695499999999998	0.01713132578735001
1.06	0.9781	0.014421154495036004
1.11	0.98235	0.013567172948635325
1.16	0.9893	0.00929374721916502
1.21	0.9906	0.009488962221465749
1.26	0.9922	0.007293279042510255
1.31	0.9946	0.0069514913740313595
1.36	0.9960000000000001	0.005504818825631808
1.41	0.9975499999999999	0.004897690653499237
1.46	0.9976	0.004577061824958779
1.51	0.9986	0.003104249287084343
1.56	0.9989	0.0025206220171884886
1.61	0.9993500000000001	0.0019662557351884883
1.66	0.99945	0.0018660983983496793
1.71	0.9996	0.0018367736315990004
1.76	0.9994	0.002164917709029305
1.81	0.9994500000000001	0.0021195339682166573
1.86	0.9998	0.0009847319278346628
1.91	0.99985	0.0008572330399888271
1.96	0.9999000000000001	0.0007035264706814491
2.01	0.9999000000000001	0.000703526470681449
2.06	0.9998	0.0009847319278346628
2.11	0.99995	0.0005000000000000004
#2.16	1.0	0.0
#2.21	1.0	0.0
#2.26	1.0	0.0
#2.31	1.0	0.0
#2.36	1.0	0.0
#2.41	1.0	0.0
2.46	0.99995	0.0005000000000000004
#2.51	1.0	0.0
#2.56	1.0	0.0
#2.61	1.0	0.0
#2.66	1.0	0.0
#2.71	1.0	0.0
#2.76	1.0	0.0
#2.81	1.0	0.0
#2.86	1.0	0.0
#2.91	1.0	0.0
#2.96	1.0	0.0
